2025-11-15 18:20:57.889437,3.45,33.06,105.016
2025-11-15 18:23:20.546854,3.59,42.78,96.907
2025-11-15 18:26:27.885090,3.76,9.7,82.772
2025-11-15 19:10:58.694604,38.18,35.05,67.64
